step,loss,lr
67,0.6931124925613403,1.0999835113916887e-08
68,0.6931254863739014,1.0999830155241192e-08
69,0.6931209564208984,1.0999825123105308e-08
70,0.6930733919143677,1.0999820017509316e-08
71,0.6930851936340332,1.0999814838453284e-08
72,0.6930887699127197,1.099980958593729e-08
73,0.6931179761886597,1.0999804259961414e-08
74,0.6931018829345703,1.0999798860525731e-08
75,0.6931003332138062,1.0999793387630324e-08
76,0.6931164264678955,1.0999787841275268e-08
77,0.6930888891220093,1.0999782221460648e-08
78,0.6930996179580688,1.0999776528186547e-08
79,0.6930671334266663,1.0999770761453047e-08
80,0.6930707693099976,1.0999764921260233e-08
81,0.6930887699127197,1.099975900760819e-08
82,0.6930782794952393,1.0999753020497008e-08
83,0.6930828094482422,1.0999746959926773e-08
84,0.6930754780769348,1.0999740825897573e-08
85,0.693087100982666,1.09997346184095e-08
86,0.6930795907974243,1.0999728337462645e-08
87,0.6930875778198242,1.0999721983057098e-08
88,0.6931047439575195,1.0999715555192954e-08
89,0.6930710673332214,1.0999709053870309e-08
90,0.6930977702140808,1.0999702479089255e-08
91,0.6930941343307495,1.0999695830849893e-08
92,0.693073570728302,1.0999689109152316e-08
93,0.6931025981903076,1.0999682313996626e-08
94,0.6930899024009705,1.0999675445382922e-08
95,0.693078339099884,1.0999668503311306e-08
96,0.6930782794952393,1.0999661487781878e-08
97,0.6930829882621765,1.099965439879474e-08
98,0.6930806636810303,1.099964723635e-08
99,0.6930719614028931,1.0999640000447761e-08
100,0.6930943727493286,1.0999632691088128e-08
101,0.6931238174438477,1.0999625308271213e-08
102,0.6930729150772095,1.0999617851997119e-08
103,0.6930807828903198,1.0999610322265957e-08
104,0.6930701732635498,1.099960271907784e-08
105,0.6930958032608032,1.099959504243288e-08
106,0.6931154727935791,1.0999587292331187e-08
107,0.69310063123703,1.0999579468772876e-08
108,0.6930887699127197,1.0999571571758062e-08
109,0.6931087970733643,1.0999563601286859e-08
110,0.6930710673332214,1.0999555557359389e-08
111,0.6930912733078003,1.0999547439975765e-08
112,0.6930930018424988,1.099953924913611e-08
113,0.6930399537086487,1.0999530984840542e-08
114,0.6930188536643982,1.0999522647089185e-08
115,0.69303297996521,1.0999514235882157e-08
116,0.6931387186050415,1.0999505751219585e-08
117,0.6930862665176392,1.0999497193101594e-08
118,0.6930017471313477,1.099948856152831e-08
119,0.6930453777313232,1.0999479856499856e-08
120,0.6930810213088989,1.0999471078016363e-08
121,0.6930921673774719,1.099946222607796e-08
122,0.6930700540542603,1.0999453300684777e-08
123,0.6930350065231323,1.0999444301836946e-08
124,0.6930249333381653,1.0999435229534594e-08
125,0.6930607557296753,1.0999426083777861e-08
126,0.6931287050247192,1.0999416864566878e-08
127,0.693077564239502,1.099940757190178e-08
128,0.6930842399597168,1.0999398205782705e-08
129,0.6930739879608154,1.099938876620979e-08
130,0.6930890083312988,1.0999379253183175e-08
131,0.6931191682815552,1.0999369666702998e-08
132,0.6930475234985352,1.0999360006769402e-08
133,0.6930862665176392,1.0999350273382525e-08
134,0.6931039690971375,1.0999340466542512e-08
135,0.6931453943252563,1.099933058624951e-08
136,0.6930930614471436,1.099932063250366e-08
137,0.6931421756744385,1.0999310605305109e-08
138,0.6930774450302124,1.0999300504654006e-08
139,0.6930365562438965,1.09992903305505e-08
140,0.6930681467056274,1.0999280082994738e-08
141,0.6930923461914062,1.0999269761986872e-08
142,0.6930112838745117,1.0999259367527053e-08
143,0.6930639743804932,1.0999248899615433e-08
144,0.6931023001670837,1.0999238358252168e-08
145,0.6930506229400635,1.0999227743437412e-08
146,0.6931161284446716,1.099921705517132e-08
147,0.6930298209190369,1.0999206293454051e-08
148,0.6930140256881714,1.0999195458285759e-08
149,0.6930074691772461,1.099918454966661e-08
150,0.693098783493042,1.0999173567596757e-08
151,0.6929641962051392,1.0999162512076366e-08
152,0.6930321455001831,1.0999151383105597e-08
153,0.6930243372917175,1.0999140180684616e-08
154,0.693069338798523,1.0999128904813587e-08
155,0.6930259466171265,1.0999117555492673e-08
156,0.6930460333824158,1.0999106132722043e-08
157,0.6930593848228455,1.0999094636501864e-08
158,0.6930432319641113,1.0999083066832305e-08
159,0.6930357217788696,1.0999071423713537e-08
160,0.6930175423622131,1.0999059707145731e-08
161,0.6930471658706665,1.099904791712906e-08
162,0.6931066513061523,1.0999036053663693e-08
163,0.6930575370788574,1.0999024116749808e-08
164,0.6930018067359924,1.0999012106387578e-08
165,0.6929987668991089,1.0999000022577183e-08
166,0.6930392980575562,1.09989878653188e-08
167,0.6929867267608643,1.0998975634612602e-08
168,0.6930520534515381,1.0998963330458775e-08
169,0.6929250955581665,1.0998950952857499e-08
170,0.6930391788482666,1.099893850180895e-08
171,0.6930179595947266,1.0998925977313319e-08
172,0.6930053234100342,1.0998913379370784e-08
173,0.6930051445960999,1.0998900707981536e-08
174,0.6930301189422607,1.0998887963145754e-08
175,0.6930252909660339,1.099887514486363e-08
176,0.6930133700370789,1.0998862253135353e-08
177,0.6929726600646973,1.099884928796111e-08
178,0.6929569840431213,1.099883624934109e-08
179,0.6929548382759094,1.099882313727549e-08
180,0.692947506904602,1.0998809951764497e-08
181,0.6930269002914429,1.0998796692808308e-08
182,0.6929589509963989,1.0998783360407116e-08
183,0.6929881572723389,1.0998769954561119e-08
184,0.6929425001144409,1.099875647527051e-08
185,0.6929490566253662,1.0998742922535492e-08
186,0.6930455565452576,1.0998729296356262e-08
187,0.6930182576179504,1.099871559673302e-08
188,0.6929757595062256,1.0998701823665969e-08
189,0.6930094957351685,1.0998687977155308e-08
190,0.6929323077201843,1.099867405720124e-08
191,0.6929872632026672,1.0998660063803975e-08
192,0.6930290460586548,1.0998645996963714e-08
193,0.6929352283477783,1.0998631856680665e-08
194,0.6931395530700684,1.0998617642955036e-08
195,0.6929264068603516,1.0998603355787035e-08
196,0.6929880380630493,1.0998588995176875e-08
197,0.6930379867553711,1.0998574561124763e-08
198,0.6929734945297241,1.099856005363091e-08
199,0.6931007504463196,1.0998545472695536e-08
200,0.692943274974823,1.0998530818318848e-08
201,0.6930436491966248,1.0998516090501064e-08
202,0.6929470300674438,1.0998501289242403e-08
203,0.6929057240486145,1.0998486414543079e-08
204,0.6928209066390991,1.0998471466403312e-08
205,0.6929489970207214,1.099845644482332e-08
206,0.692948579788208,1.0998441349803326e-08
207,0.6928271651268005,1.099842618134355e-08
208,0.692934513092041,1.0998410939444217e-08
209,0.6929856538772583,1.0998395624105548e-08
210,0.6929768323898315,1.0998380235327771e-08
211,0.6929604411125183,1.0998364773111112e-08
212,0.6928882002830505,1.0998349237455793e-08
213,0.6928595304489136,1.0998333628362049e-08
214,0.6930100917816162,1.0998317945830105e-08
215,0.6929981708526611,1.0998302189860194e-08
216,0.6929687261581421,1.0998286360452547e-08
217,0.6930004358291626,1.0998270457607394e-08
218,0.6928821206092834,1.0998254481324972e-08
219,0.6927293539047241,1.0998238431605514e-08
220,0.6929232478141785,1.0998222308449256e-08
221,0.6927542090415955,1.0998206111856434e-08
222,0.69286048412323,1.0998189841827289e-08
223,0.692776620388031,1.0998173498362058e-08
224,0.6928281784057617,1.0998157081460979e-08
225,0.6929688453674316,1.0998140591124298e-08
226,0.6928589344024658,1.0998124027352254e-08
227,0.6927608251571655,1.099810739014509e-08
228,0.6928025484085083,1.0998090679503053e-08
229,0.6929294466972351,1.0998073895426385e-08
230,0.6928796768188477,1.0998057037915336e-08
231,0.6928627490997314,1.0998040106970153e-08
232,0.6925919651985168,1.0998023102591083e-08
233,0.6928637623786926,1.0998006024778378e-08
234,0.693004846572876,1.0997988873532285e-08
235,0.6930043697357178,1.0997971648853061e-08
236,0.6929516792297363,1.0997954350740957e-08
237,0.6926172375679016,1.0997936979196227e-08
238,0.6929399967193604,1.0997919534219125e-08
239,0.6927239298820496,1.099790201580991e-08
240,0.6929522752761841,1.0997884423968839e-08
241,0.6928573846817017,1.0997866758696166e-08
242,0.6927829384803772,1.0997849019992156e-08
243,0.6928213238716125,1.0997831207857067e-08
244,0.6927438974380493,1.0997813322291163e-08
245,0.6929216980934143,1.0997795363294702e-08
246,0.6926050186157227,1.0997777330867954e-08
247,0.6929088234901428,1.0997759225011179e-08
248,0.6925825476646423,1.0997741045724645e-08
249,0.6928548812866211,1.0997722793008621e-08
250,0.6927156448364258,1.0997704466863372e-08
251,0.6929992437362671,1.0997686067289167e-08
252,0.6926240921020508,1.099766759428628e-08
253,0.6929906606674194,1.099764904785498e-08
254,0.6929394006729126,1.0997630427995539e-08
255,0.6928900480270386,1.0997611734708231e-08
256,0.6930356025695801,1.0997592967993331e-08
257,0.6929837465286255,1.0997574127851115e-08
258,0.6927611827850342,1.099755521428186e-08
259,0.6931738257408142,1.0997536227285843e-08
260,0.6928516626358032,1.0997517166863342e-08
261,0.6929451823234558,1.099749803301464e-08
262,0.6928266286849976,1.0997478825740016e-08
263,0.6927896738052368,1.0997459545039753e-08
264,0.6928244829177856,1.0997440190914135e-08
265,0.6929718255996704,1.0997420763363442e-08
266,0.6929298639297485,1.0997401262387965e-08
267,0.692786693572998,1.0997381687987988e-08
268,0.6926455497741699,1.09973620401638e-08
269,0.6929585933685303,1.0997342318915686e-08
270,0.6929538249969482,1.099732252424394e-08
271,0.6927369236946106,1.0997302656148853e-08
272,0.6931105256080627,1.0997282714630712e-08
273,0.6928366422653198,1.0997262699689814e-08
274,0.6928549408912659,1.0997242611326452e-08
275,0.6929230690002441,1.0997222449540923e-08
276,0.6927419304847717,1.0997202214333519e-08
277,0.6928777694702148,1.0997181905704541e-08
278,0.6928269267082214,1.0997161523654286e-08
279,0.692608118057251,1.0997141068183055e-08
280,0.692818284034729,1.0997120539291145e-08
281,0.6928311586380005,1.0997099936978862e-08
282,0.6926066875457764,1.0997079261246505e-08
283,0.6924549341201782,1.099705851209438e-08
284,0.6927062273025513,1.0997037689522791e-08
285,0.6930877566337585,1.0997016793532044e-08
286,0.6926168203353882,1.0996995824122446e-08
287,0.6924489736557007,1.0996974781294306e-08
288,0.6924874782562256,1.0996953665047932e-08
289,0.6927063465118408,1.0996932475383634e-08
290,0.6927222013473511,1.0996911212301725e-08
291,0.6924697756767273,1.0996889875802516e-08
292,0.6927001476287842,1.099686846588632e-08
293,0.6926851868629456,1.0996846982553454e-08
294,0.6925942897796631,1.0996825425804231e-08
295,0.6925514936447144,1.099680379563897e-08
296,0.6926877498626709,1.0996782092057987e-08
297,0.6927610039710999,1.09967603150616e-08
298,0.6927744150161743,1.0996738464650132e-08
299,0.6926339864730835,1.0996716540823902e-08
300,0.6927317380905151,1.0996694543583233e-08
301,0.6927269697189331,1.0996672472928447e-08
302,0.692682683467865,1.099665032885987e-08
303,0.692542314529419,1.0996628111377826e-08
304,0.6927528381347656,1.099660582048264e-08
305,0.6925607919692993,1.0996583456174645e-08
306,0.6928304433822632,1.0996561018454164e-08
307,0.6926819086074829,1.0996538507321529e-08
308,0.692539393901825,1.099651592277707e-08
309,0.692551851272583,1.0996493264821118e-08
310,0.6926137208938599,1.099647053345401e-08
311,0.6926642060279846,1.0996447728676076e-08
312,0.6924014091491699,1.0996424850487651e-08
313,0.6924759149551392,1.0996401898889074e-08
314,0.6927142143249512,1.0996378873880678e-08
315,0.6926169991493225,1.0996355775462804e-08
316,0.692552924156189,1.0996332603635794e-08
317,0.6923782825469971,1.0996309358399984e-08
318,0.6926369667053223,1.0996286039755718e-08
319,0.6925666332244873,1.0996262647703336e-08
320,0.6924821138381958,1.0996239182243183e-08
321,0.6924922466278076,1.0996215643375607e-08
322,0.6925204992294312,1.099619203110095e-08
323,0.6925448179244995,1.099616834541956e-08
324,0.6928694844245911,1.0996144586331784e-08
325,0.6924865245819092,1.0996120753837972e-08
326,0.6925424337387085,1.0996096847938474e-08
327,0.6926409006118774,1.0996072868633643e-08
328,0.6923314332962036,1.099604881592383e-08
329,0.6925951838493347,1.0996024689809387e-08
330,0.6926056146621704,1.099600049029067e-08
331,0.6925007104873657,1.0995976217368034e-08
332,0.6923327445983887,1.0995951871041835e-08
333,0.6923830509185791,1.0995927451312433e-08
334,0.6926594376564026,1.0995902958180185e-08
335,0.6925621032714844,1.099587839164545e-08
336,0.6924450397491455,1.0995853751708593e-08
337,0.6924195885658264,1.099582903836997e-08
338,0.6924033164978027,1.0995804251629949e-08
339,0.6922244429588318,1.0995779391488893e-08
340,0.6921650171279907,1.0995754457947164e-08
341,0.6925480961799622,1.0995729451005134e-08
342,0.6925156116485596,1.0995704370663166e-08
343,0.6923351287841797,1.099567921692163e-08
344,0.6923500895500183,1.0995653989780895e-08
345,0.6926600933074951,1.0995628689241334e-08
346,0.6922041177749634,1.0995603315303315e-08
347,0.6925860047340393,1.0995577867967215e-08
348,0.6922540664672852,1.0995552347233404e-08
349,0.6922191381454468,1.0995526753102258e-08
350,0.6922959089279175,1.0995501085574153e-08
351,0.6925495266914368,1.0995475344649469e-08
352,0.6923973560333252,1.099544953032858e-08
353,0.6924739480018616,1.0995423642611868e-08
354,0.692369282245636,1.0995397681499713e-08
355,0.6922929286956787,1.0995371646992496e-08
356,0.6923254728317261,1.09953455390906e-08
357,0.6922070384025574,1.0995319357794406e-08
358,0.6922968029975891,1.0995293103104302e-08
359,0.6922173500061035,1.0995266775020673e-08
360,0.6922013163566589,1.0995240373543904e-08
361,0.6927151679992676,1.0995213898674386e-08
362,0.6921638250350952,1.0995187350412505e-08
363,0.6923425197601318,1.0995160728758653e-08
364,0.6923838257789612,1.099513403371322e-08
365,0.6922954320907593,1.0995107265276599e-08
366,0.691970705986023,1.0995080423449182e-08
367,0.6923232078552246,1.0995053508231364e-08
368,0.6920453310012817,1.0995026519623544e-08
369,0.6921036243438721,1.0994999457626111e-08
370,0.6921931505203247,1.0994972322239468e-08
371,0.6922707557678223,1.0994945113464015e-08
372,0.6922329664230347,1.0994917831300148e-08
373,0.6921056509017944,1.0994890475748269e-08
374,0.6923224925994873,1.099486304680878e-08
375,0.6919057369232178,1.0994835544482085e-08
376,0.6923195123672485,1.0994807968768585e-08
377,0.6920958757400513,1.099478031966869e-08
378,0.6921822428703308,1.0994752597182802e-08
379,0.691969096660614,1.0994724801311331e-08
380,0.6921302676200867,1.0994696932054684e-08
381,0.6919299364089966,1.099466898941327e-08
382,0.6920132040977478,1.09946409733875e-08
383,0.6918126344680786,1.0994612883977789e-08
384,0.6922793388366699,1.0994584721184544e-08
385,0.6918718218803406,1.0994556485008181e-08
386,0.6922131776809692,1.0994528175449116e-08
387,0.6918587684631348,1.0994499792507765e-08
388,0.6918266415596008,1.0994471336184543e-08
389,0.6921107769012451,1.0994442806479871e-08
390,0.6919887661933899,1.0994414203394166e-08
391,0.6918832063674927,1.0994385526927849e-08
392,0.6921041011810303,1.0994356777081338e-08
393,0.691827654838562,1.099432795385506e-08
394,0.6919647455215454,1.099429905724944e-08
395,0.6919755935668945,1.0994270087264897e-08
396,0.6919301152229309,1.099424104390186e-08
397,0.6921355128288269,1.0994211927160755e-08
398,0.6923821568489075,1.0994182737042009e-08
399,0.6918588876724243,1.0994153473546053e-08
400,0.6919867396354675,1.0994124136673313e-08
401,0.6919419765472412,1.0994094726424225e-08
402,0.6916884183883667,1.0994065242799218e-08
403,0.692219614982605,1.0994035685798726e-08
404,0.6915831565856934,1.0994006055423182e-08
405,0.6916579604148865,1.0993976351673023e-08
406,0.6914638876914978,1.0993946574548687e-08
407,0.6924132704734802,1.0993916724050608e-08
408,0.6918200254440308,1.0993886800179225e-08
409,0.6914730668067932,1.0993856802934979e-08
410,0.691790759563446,1.0993826732318312e-08
411,0.6919189691543579,1.0993796588329663e-08
412,0.6917308568954468,1.0993766370969475e-08
413,0.6914830803871155,1.0993736080238195e-08
414,0.6915581226348877,1.0993705716136265e-08
415,0.6917437314987183,1.0993675278664132e-08
416,0.6920146942138672,1.0993644767822246e-08
417,0.6914394497871399,1.099361418361105e-08
418,0.6918256282806396,1.0993583526030997e-08
419,0.6916278600692749,1.0993552795082536e-08
420,0.6916742324829102,1.099352199076612e-08
421,0.6913659572601318,1.0993491113082201e-08
422,0.6917087435722351,1.099346016203123e-08
423,0.691673219203949,1.0993429137613667e-08
424,0.6921376585960388,1.0993398039829963e-08
425,0.6912595629692078,1.0993366868680577e-08
426,0.6911406517028809,1.0993335624165968e-08
427,0.6917454600334167,1.0993304306286591e-08
428,0.6910008192062378,1.0993272915042912e-08
429,0.6910918951034546,1.0993241450435388e-08
430,0.6916318535804749,1.0993209912464484e-08
431,0.6919528245925903,1.099317830113066e-08
432,0.6917026042938232,1.0993146616434381e-08
433,0.6915672421455383,1.0993114858376116e-08
434,0.6914181709289551,1.099308302695633e-08
435,0.6913121938705444,1.0993051122175489e-08
436,0.6910994648933411,1.0993019144034062e-08
437,0.6914865970611572,1.0992987092532522e-08
438,0.6915460228919983,1.0992954967671335e-08
439,0.6909592151641846,1.0992922769450979e-08
440,0.6909838914871216,1.0992890497871922e-08
441,0.6906977891921997,1.099285815293464e-08
442,0.691226065158844,1.0992825734639606e-08
443,0.6913907527923584,1.0992793242987302e-08
444,0.6911501884460449,1.09927606779782e-08
445,0.6909699440002441,1.099272803961278e-08
446,0.6915966272354126,1.0992695327891521e-08
447,0.69193035364151,1.0992662542814906e-08
448,0.6911470293998718,1.0992629684383415e-08
449,0.6909338235855103,1.099259675259753e-08
450,0.6914074420928955,1.0992563747457737e-08
451,0.6912536025047302,1.099253066896452e-08
452,0.6916095018386841,1.0992497517118362e-08
453,0.6913720369338989,1.0992464291919755e-08
454,0.6919127702713013,1.0992430993369185e-08
455,0.690833568572998,1.099239762146714e-08
456,0.6912021040916443,1.0992364176214111e-08
457,0.6910619735717773,1.0992330657610591e-08
458,0.6909513473510742,1.0992297065657071e-08
459,0.6911050081253052,1.0992263400354045e-08
460,0.6914899945259094,1.0992229661702008e-08
461,0.6915256381034851,1.0992195849701456e-08
462,0.6909298300743103,1.0992161964352884e-08
463,0.6911455392837524,1.099212800565679e-08
464,0.6917417049407959,1.0992093973613675e-08
465,0.6909489035606384,1.0992059868224038e-08
466,0.6913308501243591,1.0992025689488379e-08
467,0.6912786960601807,1.09919914374072e-08
468,0.6909128427505493,1.0991957111981008e-08
469,0.690843939781189,1.0991922713210303e-08
470,0.6905494332313538,1.0991888241095593e-08
471,0.6914970278739929,1.0991853695637383e-08
472,0.6909216642379761,1.0991819076836182e-08
473,0.6913177967071533,1.0991784384692498e-08
474,0.6906833648681641,1.0991749619206839e-08
475,0.6912481784820557,1.0991714780379718e-08
476,0.6909765005111694,1.0991679868211645e-08
477,0.6914196014404297,1.0991644882703135e-08
478,0.6915456056594849,1.0991609823854702e-08
479,0.6910327672958374,1.0991574691666859e-08
480,0.690545380115509,1.0991539486140124e-08
481,0.6907075643539429,1.0991504207275013e-08
482,0.6911736726760864,1.0991468855072047e-08
483,0.6912349462509155,1.099143342953174e-08
484,0.6904158592224121,1.0991397930654619e-08
485,0.6907708644866943,1.09913623584412e-08
486,0.6909481287002563,1.099132671289201e-08
487,0.6906158924102783,1.099129099400757e-08
488,0.6916794180870056,1.0991255201788407e-08
489,0.6909399628639221,1.0991219336235045e-08
490,0.6910036206245422,1.099118339734801e-08
491,0.691767692565918,1.0991147385127833e-08
492,0.6911827325820923,1.099111129957504e-08
493,0.6909849643707275,1.0991075140690166e-08
494,0.6906432509422302,1.0991038908473736e-08
495,0.6911938190460205,1.0991002602926285e-08
496,0.6906478404998779,1.0990966224048349e-08
497,0.6909251809120178,1.0990929771840459e-08
498,0.6907665133476257,1.0990893246303153e-08
499,0.6913458108901978,1.0990856647436966e-08
500,0.690467357635498,1.0990819975242436e-08
501,0.690509557723999,1.0990783229720102e-08
502,0.6907511949539185,1.0990746410870506e-08
503,0.6915439367294312,1.0990709518694185e-08
504,0.6905896663665771,1.0990672553191683e-08
505,0.6906964778900146,1.0990635514363543e-08
506,0.6908328533172607,1.099059840221031e-08
507,0.6918729543685913,1.0990561216732528e-08
508,0.6911963224411011,1.0990523957930745e-08
509,0.6909570693969727,1.0990486625805506e-08
510,0.6898947954177856,1.0990449220357364e-08
511,0.6912940740585327,1.0990411741586861e-08
512,0.6907296776771545,1.0990374189494554e-08
513,0.6902403831481934,1.0990336564080993e-08
514,0.6906206607818604,1.0990298865346731e-08
515,0.6904048919677734,1.0990261093292321e-08
516,0.6907742619514465,1.0990223247918318e-08
517,0.6910768747329712,1.099018532922528e-08
518,0.6906156539916992,1.099014733721376e-08
519,0.6908572912216187,1.0990109271884322e-08
520,0.6898759603500366,1.099007113323752e-08
521,0.6912850737571716,1.0990032921273917e-08
522,0.6900942921638489,1.0989994635994076e-08
523,0.6906905770301819,1.0989956277398554e-08
524,0.6903745532035828,1.098991784548792e-08
525,0.6897638440132141,1.0989879340262737e-08
526,0.6904204487800598,1.098984076172357e-08
527,0.6910899877548218,1.0989802109870985e-08
528,0.6903582811355591,1.0989763384705553e-08
529,0.6908960342407227,1.0989724586227841e-08
530,0.6907936334609985,1.0989685714438418e-08
531,0.6905277967453003,1.0989646769337857e-08
532,0.6903795599937439,1.098960775092673e-08
533,0.6901382207870483,1.0989568659205607e-08
534,0.6896262764930725,1.0989529494175067e-08
535,0.6903356313705444,1.0989490255835683e-08
536,0.6898360252380371,1.0989450944188033e-08
537,0.6898394227027893,1.0989411559232694e-08
538,0.6906915903091431,1.0989372100970243e-08
539,0.6895131468772888,1.0989332569401262e-08
540,0.6905562877655029,1.098929296452633e-08
541,0.6908986568450928,1.098925328634603e-08
542,0.6903208494186401,1.0989213534860945e-08
543,0.6911579370498657,1.098917371007166e-08
544,0.690994143486023,1.0989133811978758e-08
545,0.6906576752662659,1.0989093840582824e-08
546,0.690976619720459,1.098905379588445e-08
547,0.6899690628051758,1.098901367788422e-08
548,0.6899920701980591,1.0988973486582727e-08
549,0.6910811066627502,1.098893322198056e-08
550,0.6902104020118713,1.0988892884078307e-08
551,0.6904945373535156,1.0988852472876567e-08
552,0.6910059452056885,1.098881198837593e-08
553,0.6901525259017944,1.0988771430576991e-08
554,0.6911077499389648,1.0988730799480347e-08
555,0.689331591129303,1.0988690095086596e-08
556,0.6897068023681641,1.098864931739633e-08
557,0.690284252166748,1.0988608466410157e-08
558,0.6901977062225342,1.098856754212867e-08
559,0.6909335851669312,1.0988526544552475e-08
560,0.6894917488098145,1.098848547368217e-08
561,0.6904977560043335,1.0988444329518364e-08
562,0.6902283430099487,1.0988403112061655e-08
563,0.6905527114868164,1.0988361821312654e-08
564,0.689437985420227,1.0988320457271966e-08
565,0.6915178894996643,1.0988279019940196e-08
566,0.6894383430480957,1.0988237509317958e-08
567,0.6889814138412476,1.0988195925405858e-08
568,0.6898307800292969,1.0988154268204509e-08
569,0.6900073885917664,1.098811253771452e-08
570,0.6901392936706543,1.0988070733936507e-08
571,0.689851701259613,1.0988028856871084e-08
572,0.689659595489502,1.0987986906518864e-08
573,0.6896777153015137,1.0987944882880468e-08
574,0.690218448638916,1.0987902785956509e-08
575,0.6902776956558228,1.0987860615747607e-08
576,0.6894292235374451,1.0987818372254383e-08
577,0.6903363466262817,1.0987776055477454e-08
578,0.689548134803772,1.0987733665417445e-08
579,0.6902432441711426,1.0987691202074977e-08
580,0.6895662546157837,1.0987648665450675e-08
581,0.6903008222579956,1.0987606055545166e-08
582,0.6904153823852539,1.098756337235907e-08
583,0.6898308396339417,1.0987520615893021e-08
584,0.6896489858627319,1.0987477786147643e-08
585,0.6906092166900635,1.0987434883123566e-08
586,0.690187931060791,1.098739190682142e-08
587,0.690343976020813,1.098734885724184e-08
588,0.6903157830238342,1.0987305734385452e-08
589,0.690159022808075,1.0987262538252895e-08
590,0.6905308365821838,1.0987219268844801e-08
591,0.69008469581604,1.0987175926161808e-08
592,0.6903132200241089,1.0987132510204552e-08
593,0.6898239850997925,1.0987089020973669e-08
594,0.6904284358024597,1.0987045458469798e-08
595,0.6906975507736206,1.0987001822693583e-08
596,0.6906988620758057,1.098695811364566e-08
597,0.6903747320175171,1.0986914331326675e-08
598,0.6895274519920349,1.098687047573727e-08
599,0.6906136870384216,1.098682654687809e-08
600,0.6906067132949829,1.0986782544749777e-08
601,0.6911296844482422,1.0986738469352982e-08
602,0.6904940605163574,1.098669432068835e-08
603,0.6899954080581665,1.0986650098756531e-08
604,0.6895650625228882,1.0986605803558176e-08
605,0.6894460320472717,1.0986561435093932e-08
606,0.6893706321716309,1.0986516993364452e-08
607,0.6902018785476685,1.0986472478370392e-08
608,0.6908187866210938,1.0986427890112403e-08
609,0.6895219087600708,1.0986383228591142e-08
610,0.6908388137817383,1.0986338493807261e-08
611,0.6907681226730347,1.0986293685761422e-08
612,0.6893129348754883,1.0986248804454283e-08
613,0.6900254487991333,1.09862038498865e-08
614,0.6904869079589844,1.0986158822058737e-08
